City,Date,PM2.5,PM10,NO,NO2,NH3,CO,SO2,O3,Benzene,Toluene,Xylene,AQI,AQI_Bucket
Coimbatore,2018-01-27,111.77,168.4,28.45,40.64,37.28,3.19,35.01,36.01,7.89,6.83,3.87,466.0,Severe
Coimbatore,2018-01-28,118.86,150.96,57.77,82.53,53.69,2.85,32.61,58.88,13.18,5.51,4.73,496.0,Severe
Coimbatore,2018-01-29,81.27,114.45,53.71,76.73,64.53,2.39,30.27,34.85,6.44,11.54,6.24,339.0,Very Poor
Coimbatore,2018-01-30,22.66,131.49,24.04,34.34,6.98,1.32,25.48,57.72,7.9,6.61,7.34,95.0,Satisfactory
Coimbatore,2018-01-31,76.08,216.7,45.6,65.14,56.79,3.08,14.2,69.07,9.53,11.82,4.83,317.0,Very Poor
Coimbatore,2018-02-01,36.0,96.59,44.73,63.9,21.45,2.2,26.32,22.26,8.91,6.4,8.71,150.0,Moderate
Coimbatore,2018-02-02,69.83,99.89,26.12,37.32,44.36,2.79,28.42,49.76,10.58,9.65,8.0,291.0,Poor
Coimbatore,2018-02-03,48.34,87.98,35.26,50.37,36.48,2.23,15.48,46.71,6.05,11.4,6.19,202.0,Poor
Coimbatore,2018-02-04,93.6,191.5,35.35,50.5,34.75,2.99,15.2,31.78,6.63,10.89,3.15,390.0,Very Poor
Coimbatore,2018-02-05,120.81,218.48,46.74,66.77,45.68,3.87,20.87,29.55,5.57,7.82,2.34,500.0,Severe
Coimbatore,2018-02-06,57.62,156.61,34.52,49.32,,2.44,32.09,44.45,9.27,11.67,7.93,240.0,Poor
Coimbatore,2018-02-07,75.22,106.23,30.02,42.89,59.89,2.26,11.29,24.86,9.1,11.42,6.35,314.0,Very Poor
Coimbatore,2018-02-08,57.6,66.65,21.69,30.98,52.32,2.2,18.19,32.15,9.32,10.61,7.95,240.0,Poor
Coimbatore,2018-02-09,98.56,164.5,35.49,50.7,48.48,3.26,34.86,33.21,8.33,10.85,3.91,411.0,Severe
Coimbatore,2018-02-10,75.03,152.65,38.56,55.09,33.5,2.87,20.34,46.52,9.99,17.03,5.97,313.0,Very Poor
Coimbatore,2018-02-11,66.09,78.78,26.15,37.35,23.85,2.61,27.72,38.52,12.13,5.89,6.36,276.0,Poor
Coimbatore,2018-02-12,72.15,100.68,35.44,50.63,52.24,2.38,20.2,52.14,16.11,17.44,7.87,301.0,Very Poor
Coimbatore,2018-02-13,95.62,149.18,40.13,57.32,63.18,3.66,38.34,,10.24,11.18,8.86,399.0,Very Poor
Coimbatore,2018-02-14,70.18,123.99,36.6,52.29,37.1,2.64,28.26,35.71,7.95,6.19,4.5,293.0,Poor
Coimbatore,2018-02-15,124.96,208.58,45.61,65.15,64.01,4.16,35.38,38.92,11.3,11.95,4.91,500.0,Severe
Coimbatore,2018-02-16,148.78,269.55,56.44,80.63,67.42,3.86,46.02,10.46,8.13,7.53,4.58,500.0,Severe
Coimbatore,2018-02-17,88.35,125.88,41.98,59.97,39.24,3.16,40.59,41.43,6.43,16.68,7.26,368.0,Very Poor
Coimbatore,2018-02-18,89.54,146.06,36.84,52.62,47.3,2.2,29.07,53.25,12.08,4.88,8.05,373.0,Very Poor
Coimbatore,2018-02-19,61.12,102.02,29.47,42.1,48.25,2.8,17.21,26.83,9.48,9.19,4.31,255.0,Poor
Coimbatore,2018-02-20,52.25,49.51,26.88,38.4,24.9,1.5,34.46,58.93,9.96,9.22,5.98,218.0,Poor
Coimbatore,2018-02-21,78.56,124.27,26.33,37.61,50.33,3.34,30.39,22.03,11.04,17.88,8.95,328.0,Very Poor
Coimbatore,2018-02-22,71.38,87.38,39.6,56.57,40.08,2.84,20.27,35.43,8.68,14.38,5.02,298.0,Poor
Coimbatore,2018-02-23,137.57,250.41,46.55,66.5,70.9,4.38,27.19,25.64,9.85,25.44,8.19,500.0,Severe
Coimbatore,2018-02-24,47.02,115.58,22.93,32.76,34.97,2.89,25.29,62.63,1.04,4.98,4.42,196.0,Moderate
Coimbatore,2018-02-25,74.5,74.26,33.64,48.05,46.07,2.12,25.23,40.58,5.24,10.23,5.73,311.0,Very Poor
Coimbatore,2018-02-26,45.11,48.51,38.52,55.03,26.06,2.55,30.7,32.94,10.83,14.79,8.45,188.0,Moderate
Coimbatore,2018-02-27,128.95,254.72,42.22,60.31,60.35,3.74,41.23,48.49,8.67,8.6,6.71,500.0,Severe
Coimbatore,2018-02-28,84.49,147.24,39.12,55.88,59.69,2.58,30.9,32.1,5.52,10.25,7.37,352.0,Very Poor
Coimbatore,2018-03-01,64.97,166.4,34.34,49.06,47.13,2.39,22.77,63.42,6.49,8.21,6.41,271.0,Poor
Coimbatore,2018-03-02,87.17,183.73,36.87,52.67,55.34,2.97,20.1,32.67,7.78,11.68,4.75,363.0,Very Poor
Coimbatore,2018-03-03,21.71,52.06,28.59,40.84,31.28,1.73,3.86,44.84,5.77,14.91,8.32,91.0,Satisfactory
Coimbatore,2018-03-04,69.0,131.15,34.89,49.85,44.68,3.18,18.41,45.7,8.32,20.85,7.25,288.0,Poor
Coimbatore,2018-03-05,63.82,156.14,38.03,54.33,47.74,2.23,18.75,49.17,7.6,3.75,7.34,266.0,Poor
Coimbatore,2018-03-06,91.6,122.79,50.27,71.81,62.06,3.37,36.68,42.82,11.93,10.56,5.44,382.0,Very Poor
Coimbatore,2018-03-07,60.95,33.42,21.14,30.21,26.23,2.05,19.17,43.16,5.44,8.4,9.52,254.0,Poor
Coimbatore,2018-03-08,52.42,157.84,27.6,39.43,52.74,2.68,9.61,34.59,5.42,8.58,6.18,219.0,Poor
Coimbatore,2018-03-09,94.56,108.33,36.0,51.42,53.57,3.14,49.49,62.66,3.84,15.93,6.19,394.0,Very Poor
Coimbatore,2018-03-10,53.64,126.02,22.77,32.53,26.06,1.99,28.2,59.58,9.5,10.15,4.27,224.0,Poor
Coimbatore,2018-03-11,61.75,132.02,34.96,49.94,43.11,1.85,23.43,40.76,9.03,13.13,9.51,257.0,Poor
Coimbatore,2018-03-12,74.77,134.98,39.42,56.32,61.88,2.84,26.48,13.83,11.02,3.99,6.42,312.0,Very Poor
Coimbatore,2018-03-13,45.01,46.91,23.33,33.33,29.06,3.04,22.47,54.01,14.25,15.89,2.61,188.0,Moderate
Coimbatore,2018-03-14,112.83,147.22,35.87,51.25,60.0,3.2,40.05,47.13,5.38,14.96,8.75,470.0,Severe
Coimbatore,2018-03-15,98.82,123.65,40.73,58.18,60.04,3.52,47.15,22.58,8.95,11.76,6.23,412.0,Severe
Coimbatore,2018-03-16,93.97,100.47,62.81,89.72,41.78,3.02,22.89,52.73,6.62,9.81,6.45,392.0,Very Poor
Coimbatore,2018-03-17,67.81,79.85,26.87,38.38,,2.32,34.87,46.52,4.22,8.22,6.18,283.0,Poor
Coimbatore,2018-03-18,35.7,43.82,8.7,12.42,26.15,2.01,17.76,48.83,9.72,11.27,8.3,149.0,Moderate
Coimbatore,2018-03-19,36.49,141.18,31.76,45.37,52.37,2.82,19.54,53.31,11.74,10.25,4.87,152.0,Moderate
Coimbatore,2018-03-20,80.4,128.47,35.59,50.84,47.79,2.85,29.58,37.5,11.33,13.53,10.19,335.0,Very Poor
Coimbatore,2018-03-21,62.17,77.47,33.03,47.18,43.85,2.73,13.17,33.4,10.2,6.65,11.28,259.0,Poor
Coimbatore,2018-03-22,54.69,99.11,29.69,42.42,45.65,2.33,16.75,28.23,10.66,14.47,3.94,228.0,Poor
Coimbatore,2018-03-23,50.0,79.75,32.25,46.08,31.14,2.13,31.61,65.47,5.91,20.2,6.37,208.0,Poor
Coimbatore,2018-03-24,43.59,73.79,42.19,60.27,35.11,1.51,9.84,56.99,7.64,11.66,6.96,182.0,Moderate
Coimbatore,2018-03-25,36.21,111.48,41.55,59.36,20.63,1.56,23.49,28.13,5.88,6.99,2.51,151.0,Moderate
Coimbatore,2018-03-26,60.7,180.05,31.94,45.63,48.52,2.49,25.59,63.89,6.11,12.92,6.36,253.0,Poor
Coimbatore,2018-03-27,99.27,170.59,46.66,66.65,53.49,2.44,32.13,37.11,5.72,6.88,7.4,414.0,Severe
Coimbatore,2018-03-28,62.24,59.22,41.28,58.97,45.72,2.78,36.94,34.67,9.22,10.68,3.7,260.0,Poor
Coimbatore,2018-03-29,77.31,163.49,34.38,49.11,45.0,2.63,28.43,34.24,11.34,6.25,7.15,322.0,Very Poor
Coimbatore,2018-03-30,83.94,125.62,42.5,60.72,46.67,2.97,30.01,58.86,3.05,18.13,5.43,350.0,Very Poor
Coimbatore,2018-03-31,45.64,157.91,39.25,56.07,30.9,1.88,32.92,32.65,9.27,18.7,7.8,190.0,Moderate
Coimbatore,2018-04-01,50.23,128.83,26.7,38.15,47.79,1.83,20.16,61.72,5.64,19.39,7.11,209.0,Poor
Coimbatore,2018-04-02,54.56,99.78,33.37,47.67,28.94,2.35,31.31,57.15,7.4,9.24,3.78,228.0,Poor
Coimbatore,2018-04-03,56.36,50.51,42.85,61.21,45.1,1.93,22.29,28.08,4.29,7.72,7.01,235.0,Poor
Coimbatore,2018-04-04,24.66,37.82,8.9,12.71,29.14,1.78,17.06,32.11,3.09,10.86,8.43,103.0,Moderate
Coimbatore,2018-04-05,33.06,90.68,28.28,40.4,22.58,1.81,18.82,52.05,5.91,7.56,6.89,138.0,Moderate
Coimbatore,2018-04-06,98.39,127.14,45.63,65.19,40.84,2.7,22.39,69.22,5.3,,1.72,410.0,Severe
Coimbatore,2018-04-07,46.88,167.6,20.78,29.68,50.14,2.31,16.91,32.82,9.64,17.19,4.78,195.0,Moderate
Coimbatore,2018-04-08,43.05,154.68,26.3,37.57,27.09,2.17,12.93,52.01,7.22,12.73,7.22,180.0,Moderate
Coimbatore,2018-04-09,59.32,160.81,28.65,40.94,31.48,2.42,38.19,43.77,9.89,8.01,7.05,247.0,Poor
Coimbatore,2018-04-10,99.0,80.99,51.66,73.8,63.52,3.56,,44.83,6.08,9.87,7.34,413.0,Severe
Coimbatore,2018-04-11,67.34,205.53,37.24,53.2,45.9,2.51,9.6,24.87,9.34,11.95,6.91,281.0,Poor
Coimbatore,2018-04-12,76.67,167.45,41.95,59.92,61.01,3.24,27.73,37.29,9.84,13.64,4.28,320.0,Very Poor
Coimbatore,2018-04-13,81.78,121.66,41.63,59.47,53.81,3.18,25.37,44.62,5.89,15.17,6.03,341.0,Very Poor
Coimbatore,2018-04-14,28.82,100.96,35.51,50.73,39.69,1.15,8.8,10.0,8.76,,5.5,120.0,Moderate
Coimbatore,2018-04-15,34.26,62.47,31.82,45.45,41.53,2.07,25.77,46.96,8.53,11.89,8.1,143.0,Moderate
Coimbatore,2018-04-16,76.31,76.22,36.86,52.66,45.71,2.41,25.08,38.15,8.36,12.19,5.43,318.0,Very Poor
Coimbatore,2018-04-17,31.67,56.37,24.76,35.37,38.95,1.31,19.45,47.62,10.54,14.75,2.25,132.0,Moderate
Coimbatore,2018-04-18,83.46,112.06,29.89,42.71,63.8,2.81,,34.0,4.54,9.35,8.2,348.0,Very Poor
Coimbatore,2018-04-19,31.01,120.15,26.71,38.16,22.92,1.94,16.94,18.24,10.27,12.47,6.47,129.0,Moderate
Coimbatore,2018-04-20,64.35,80.97,38.14,54.48,58.87,2.67,18.8,29.48,10.86,14.57,2.74,268.0,Poor
Coimbatore,2018-04-21,59.17,160.5,46.02,65.74,43.58,2.68,20.46,42.48,6.09,15.95,3.3,247.0,Poor
Coimbatore,2018-04-22,60.67,108.49,30.93,44.19,22.75,2.78,31.43,44.15,9.53,12.7,5.09,253.0,Poor
Coimbatore,2018-04-23,49.75,132.97,41.59,59.42,38.8,1.96,24.19,30.09,9.48,12.57,2.26,207.0,Poor
Coimbatore,2018-04-24,84.99,138.9,38.27,54.67,48.95,1.99,33.02,34.21,1.0,9.65,5.02,354.0,Very Poor
Coimbatore,2018-04-25,64.06,184.94,48.31,69.02,50.29,2.48,19.16,37.01,12.64,10.64,3.91,267.0,Poor
Coimbatore,2018-04-26,98.35,153.58,44.68,63.83,43.78,2.88,36.35,31.52,7.4,10.68,7.48,410.0,Severe
Coimbatore,2018-04-27,91.94,236.18,39.43,56.33,44.92,2.76,28.88,48.43,9.69,10.87,8.76,383.0,Very Poor
Coimbatore,2018-04-28,30.85,40.33,26.19,37.41,39.03,2.16,17.08,24.33,12.13,14.38,5.4,129.0,Moderate
Coimbatore,2018-04-29,98.82,116.22,41.21,58.86,53.63,2.38,11.79,10.0,11.2,12.71,5.95,412.0,Severe
Coimbatore,2018-04-30,86.21,155.26,27.12,38.74,42.0,3.15,31.76,51.85,9.06,17.76,4.97,360.0,Very Poor
Coimbatore,2018-05-01,19.88,52.35,29.02,41.46,38.48,1.77,9.28,49.16,7.84,9.72,5.72,83.0,Satisfactory
Coimbatore,2018-05-02,63.11,70.35,35.39,50.55,,2.5,40.3,69.3,9.59,11.7,6.0,263.0,Poor
Coimbatore,2018-05-03,34.75,78.71,11.07,15.82,26.5,2.56,34.5,43.56,7.84,15.66,10.45,145.0,Moderate
Coimbatore,2018-05-04,32.36,20.0,30.63,43.76,42.92,2.33,17.44,34.61,13.1,16.4,4.28,135.0,Moderate
Coimbatore,2018-05-05,34.46,20.0,23.69,33.85,14.41,0.75,17.07,28.83,5.73,10.53,7.78,144.0,Moderate
Coimbatore,2018-05-06,44.04,59.97,30.62,43.75,37.83,1.99,13.56,41.46,5.96,12.35,6.41,184.0,Moderate
Coimbatore,2018-05-07,26.49,78.74,27.75,39.65,39.68,1.94,20.57,65.03,6.93,11.5,3.43,110.0,Moderate
Coimbatore,2018-05-08,36.03,50.64,25.44,36.34,31.58,1.7,17.32,10.0,3.79,7.41,9.11,150.0,Moderate
Coimbatore,2018-05-09,10.0,107.83,23.03,32.9,17.12,2.05,16.04,41.37,10.73,16.7,7.81,42.0,Good
Coimbatore,2018-05-10,55.25,20.0,34.59,49.42,48.52,1.75,30.97,49.83,6.69,13.83,6.54,230.0,Poor
Coimbatore,2018-05-11,51.42,137.64,18.85,26.93,40.97,1.6,15.03,58.94,5.55,8.59,3.81,214.0,Poor
Coimbatore,2018-05-12,10.0,89.45,30.24,43.2,35.71,1.47,24.44,62.67,10.37,14.55,7.45,42.0,Good
Coimbatore,2018-05-13,24.92,46.99,30.05,42.93,25.38,1.74,24.36,23.41,6.65,6.12,7.19,104.0,Moderate
Coimbatore,2018-05-14,71.16,103.41,39.69,56.7,45.73,2.92,22.5,46.92,10.09,4.72,6.06,297.0,Poor
Coimbatore,2018-05-15,16.71,20.0,37.18,53.12,34.91,2.4,17.97,30.91,6.14,9.78,2.58,70.0,Satisfactory
Coimbatore,2018-05-16,37.6,57.29,37.71,53.87,32.25,2.25,18.8,19.04,12.39,22.59,9.69,157.0,Moderate
Coimbatore,2018-05-17,26.73,94.11,19.77,28.24,35.36,1.97,18.35,42.54,12.21,18.07,4.75,111.0,Moderate
Coimbatore,2018-05-18,46.44,72.51,37.92,54.18,37.08,3.07,16.85,35.95,7.37,12.69,8.04,194.0,Moderate
Coimbatore,2018-05-19,20.81,62.2,27.02,38.59,10.35,0.83,18.98,18.19,2.3,7.12,7.84,87.0,Satisfactory
Coimbatore,2018-05-20,62.93,76.9,38.31,54.73,59.6,2.66,14.19,45.99,9.3,10.76,7.08,262.0,Poor
Coimbatore,2018-05-21,62.04,80.78,26.72,38.17,41.37,2.71,25.39,32.41,17.12,14.27,5.06,259.0,Poor
Coimbatore,2018-05-22,68.62,54.67,44.79,63.99,49.79,2.31,14.1,32.6,4.51,10.73,6.87,286.0,Poor
Coimbatore,2018-05-23,32.8,47.22,14.55,20.78,26.98,1.87,12.01,27.24,9.33,10.45,9.75,137.0,Moderate
Coimbatore,2018-05-24,16.07,37.87,18.92,27.03,30.84,1.96,29.69,24.96,6.25,13.17,2.76,67.0,Satisfactory
Coimbatore,2018-05-25,36.67,35.77,26.54,37.92,19.92,2.04,25.83,48.06,11.38,5.73,9.46,153.0,Moderate
Coimbatore,2018-05-26,58.87,91.83,33.11,47.3,41.65,2.03,19.0,39.66,10.1,5.16,5.12,245.0,Poor
Coimbatore,2018-05-27,32.57,53.36,36.89,52.69,28.66,2.44,34.57,57.77,7.31,6.3,4.12,136.0,Moderate
Coimbatore,2018-05-28,52.47,27.32,24.84,35.49,38.88,2.6,5.37,10.0,8.8,13.22,7.02,219.0,Poor
Coimbatore,2018-05-29,22.2,90.56,14.44,20.62,38.94,2.32,22.72,74.05,8.42,7.11,6.76,93.0,Satisfactory
Coimbatore,2018-05-30,42.42,79.35,32.31,46.16,40.31,1.66,24.66,22.51,5.64,12.76,3.47,177.0,Moderate
Coimbatore,2018-05-31,60.1,72.07,47.67,68.1,36.99,2.64,18.3,56.81,3.31,10.27,4.83,251.0,Poor
Coimbatore,2018-06-01,24.2,41.7,29.73,42.47,22.91,1.59,11.36,65.4,6.45,16.41,7.39,101.0,Moderate
Coimbatore,2018-06-02,52.44,85.7,39.62,56.6,41.2,2.35,25.04,43.0,8.83,10.18,6.57,219.0,Poor
Coimbatore,2018-06-03,17.18,109.3,29.84,42.62,19.46,1.26,23.08,30.71,8.37,20.66,7.64,72.0,Satisfactory
Coimbatore,2018-06-04,36.86,37.42,30.29,43.27,60.04,2.03,10.04,50.87,9.31,10.51,6.36,154.0,Moderate
Coimbatore,2018-06-05,52.53,71.84,34.84,49.77,49.42,2.6,38.04,12.95,5.89,14.66,5.57,219.0,Poor
Coimbatore,2018-06-06,30.0,20.0,19.75,28.21,42.24,1.57,26.19,43.88,9.49,,8.91,125.0,Moderate
Coimbatore,2018-06-07,34.93,126.87,20.13,28.75,5.0,1.32,9.38,18.43,6.15,8.18,6.44,146.0,Moderate
Coimbatore,2018-06-08,40.81,20.0,42.17,60.24,61.8,1.26,31.81,63.36,7.78,14.57,4.22,170.0,Moderate
Coimbatore,2018-06-09,11.93,20.0,24.01,34.29,41.83,1.52,9.39,35.44,11.21,,5.0,50.0,Good
Coimbatore,2018-06-10,11.68,67.06,26.1,37.28,53.16,1.5,20.49,49.62,8.46,8.51,8.71,49.0,Good
Coimbatore,2018-06-11,46.95,78.01,18.2,26.0,34.7,2.68,19.51,57.11,5.43,7.36,6.52,196.0,Moderate
Coimbatore,2018-06-12,67.49,44.61,35.67,50.95,47.24,3.06,24.43,33.73,1.53,10.75,5.08,281.0,Poor
Coimbatore,2018-06-13,53.06,53.31,38.4,54.86,41.28,1.8,27.97,31.84,8.87,17.53,2.73,221.0,Poor
Coimbatore,2018-06-14,10.0,23.31,24.17,34.53,40.32,2.46,7.52,47.77,8.89,14.43,5.4,42.0,Good
Coimbatore,2018-06-15,20.73,84.74,21.43,30.61,44.79,0.99,30.04,58.52,6.34,12.68,4.64,86.0,Satisfactory
Coimbatore,2018-06-16,21.32,102.58,34.89,49.85,31.97,1.76,19.82,37.28,,12.44,5.46,89.0,Satisfactory
Coimbatore,2018-06-17,22.6,37.55,28.31,40.44,39.48,1.98,14.14,29.32,5.29,8.97,11.8,94.0,Satisfactory
Coimbatore,2018-06-18,25.31,22.27,32.83,46.9,26.53,1.57,16.47,69.77,4.6,7.06,6.93,106.0,Moderate
Coimbatore,2018-06-19,77.09,25.08,37.82,54.03,35.36,2.79,22.91,39.94,8.71,12.77,9.73,321.0,Very Poor
Coimbatore,2018-06-20,55.17,110.87,32.52,46.46,50.44,2.69,13.0,26.63,6.39,9.06,6.2,230.0,Poor
Coimbatore,2018-06-21,48.4,20.0,43.13,61.61,38.13,2.53,29.18,53.88,11.28,13.71,6.93,202.0,Poor
Coimbatore,2018-06-22,54.75,51.67,30.74,43.92,36.07,2.11,41.0,26.88,7.17,8.84,5.9,228.0,Poor
Coimbatore,2018-06-23,10.87,20.0,37.05,52.93,15.62,0.75,33.11,26.2,8.85,9.03,9.81,45.0,Good
Coimbatore,2018-06-24,23.56,157.02,26.71,38.15,34.24,1.85,21.45,77.22,2.73,15.88,9.94,98.0,Satisfactory
Coimbatore,2018-06-25,14.25,20.0,16.06,22.95,14.84,1.39,20.45,10.0,4.49,7.45,4.62,59.0,Satisfactory
Coimbatore,2018-06-26,57.2,55.15,29.73,42.47,28.03,2.25,21.43,69.29,13.17,12.5,3.27,239.0,Poor
Coimbatore,2018-06-27,38.85,54.71,19.0,27.15,29.13,2.7,35.6,69.01,10.39,12.15,6.18,162.0,Moderate
Coimbatore,2018-06-28,70.02,162.71,34.13,48.76,43.55,2.31,17.42,51.17,7.41,12.12,7.43,292.0,Poor
Coimbatore,2018-06-29,27.39,108.01,27.33,39.04,37.57,1.31,24.08,49.53,4.98,8.0,5.63,114.0,Moderate
Coimbatore,2018-06-30,25.59,95.16,20.39,29.13,25.22,1.31,2.0,58.43,5.04,12.12,5.73,107.0,Moderate
Coimbatore,2018-07-01,12.2,89.59,11.28,16.12,33.82,2.08,21.87,30.07,7.61,5.06,6.86,51.0,Satisfactory
Coimbatore,2018-07-02,42.16,128.02,27.22,38.88,15.68,2.54,35.89,10.0,10.68,8.28,5.11,176.0,Moderate
Coimbatore,2018-07-03,23.38,76.57,27.16,38.8,39.52,1.84,,55.1,5.16,12.31,2.93,97.0,Satisfactory
Coimbatore,2018-07-04,29.53,81.25,18.05,25.79,35.44,2.52,20.76,34.78,11.65,5.92,6.48,123.0,Moderate
Coimbatore,2018-07-05,36.39,81.96,27.16,38.8,34.23,1.15,13.75,36.39,11.38,19.03,5.13,152.0,Moderate
Coimbatore,2018-07-06,20.87,61.58,35.48,50.69,27.09,1.66,10.34,42.04,10.0,,5.46,87.0,Satisfactory
Coimbatore,2018-07-07,18.07,61.17,15.08,21.55,32.91,1.71,26.43,46.41,7.15,16.54,4.5,75.0,Satisfactory
Coimbatore,2018-07-08,29.3,20.0,31.15,44.49,25.11,1.66,26.27,48.41,11.51,13.15,5.96,122.0,Moderate
Coimbatore,2018-07-09,41.94,118.68,30.16,43.09,27.36,2.08,16.63,42.03,10.15,14.53,4.47,175.0,Moderate
Coimbatore,2018-07-10,62.11,50.6,39.82,56.88,43.5,2.62,22.0,55.81,10.14,12.58,7.35,259.0,Poor
Coimbatore,2018-07-11,76.31,155.62,29.98,42.83,40.46,2.74,32.8,53.67,3.89,8.49,3.16,318.0,Very Poor
Coimbatore,2018-07-12,38.02,51.8,32.81,46.87,37.11,2.15,24.5,11.53,7.19,12.45,7.76,159.0,Moderate
Coimbatore,2018-07-13,30.44,74.32,23.99,34.27,,1.81,17.17,31.59,6.96,11.1,6.07,127.0,Moderate
Coimbatore,2018-07-14,15.4,32.64,25.73,36.76,22.67,2.05,8.76,48.61,8.15,10.98,6.63,64.0,Satisfactory
Coimbatore,2018-07-15,36.53,145.82,41.84,59.76,36.25,1.81,14.05,57.62,12.11,13.18,8.19,152.0,Moderate
Coimbatore,2018-07-16,50.98,51.41,30.7,43.85,37.08,1.92,11.13,32.61,6.1,12.59,7.5,213.0,Poor
Coimbatore,2018-07-17,11.8,73.81,27.08,38.69,29.83,1.32,12.06,24.01,9.52,6.52,3.71,49.0,Good
Coimbatore,2018-07-18,15.18,39.01,23.75,33.93,45.94,2.07,17.78,41.19,7.35,8.62,5.95,63.0,Satisfactory
Coimbatore,2018-07-19,54.08,84.82,37.19,53.12,46.7,2.04,36.04,49.08,2.93,19.78,3.45,226.0,Poor
Coimbatore,2018-07-20,40.89,111.86,29.48,42.11,39.58,1.52,21.17,50.67,7.31,8.49,4.2,171.0,Moderate
Coimbatore,2018-07-21,18.31,61.37,35.94,51.34,16.89,1.01,19.15,30.96,3.35,14.44,7.35,76.0,Satisfactory
Coimbatore,2018-07-22,45.12,20.0,30.52,43.61,26.62,2.62,7.53,29.49,8.6,,9.63,188.0,Moderate
Coimbatore,2018-07-23,20.06,73.08,29.12,41.6,40.8,1.83,18.54,21.97,6.8,6.83,7.17,84.0,Satisfactory
Coimbatore,2018-07-24,17.58,91.06,28.25,40.36,22.79,1.83,19.06,60.2,12.62,17.32,5.28,73.0,Satisfactory
Coimbatore,2018-07-25,10.0,50.55,30.66,43.8,23.3,1.01,14.79,16.17,1.59,10.45,6.25,42.0,Good
Coimbatore,2018-07-26,30.75,99.26,27.22,38.89,31.94,2.25,19.72,41.73,11.25,16.91,5.94,128.0,Moderate
Coimbatore,2018-07-27,58.81,71.0,28.46,40.65,38.59,1.59,20.04,,11.48,11.05,3.92,245.0,Poor
Coimbatore,2018-07-28,43.18,29.64,21.0,30.0,17.63,2.63,28.4,34.69,4.35,8.79,4.61,180.0,Moderate
Coimbatore,2018-07-29,10.0,85.06,22.67,32.38,29.41,0.9,11.65,46.97,5.72,8.78,5.3,42.0,Good
Coimbatore,2018-07-30,46.22,70.26,34.07,48.67,55.25,2.32,17.65,30.89,12.15,16.88,6.8,193.0,Moderate
Coimbatore,2018-07-31,10.81,20.0,25.6,36.57,30.37,1.0,19.7,24.05,10.68,14.79,2.0,45.0,Good
Coimbatore,2018-08-01,40.36,44.81,32.7,46.72,32.59,2.35,16.2,23.64,6.69,10.33,6.18,168.0,Moderate
Coimbatore,2018-08-02,44.27,71.74,40.87,58.38,38.95,2.06,26.87,55.2,9.48,7.76,7.06,185.0,Moderate
Coimbatore,2018-08-03,47.19,146.26,33.97,48.53,23.43,1.28,30.22,50.31,7.6,10.87,6.19,197.0,Moderate
Coimbatore,2018-08-04,40.85,36.83,31.82,45.46,41.39,1.66,22.54,39.65,8.18,19.71,3.81,170.0,Moderate
Coimbatore,2018-08-05,33.6,32.44,30.16,43.09,41.84,1.82,18.89,52.08,5.89,12.25,6.37,140.0,Moderate
Coimbatore,2018-08-06,63.09,25.96,37.05,52.92,36.76,1.65,36.23,37.0,6.07,18.59,5.91,263.0,Poor
Coimbatore,2018-08-07,33.68,45.2,24.76,35.36,20.66,2.23,30.75,44.2,,9.13,7.4,140.0,Moderate
Coimbatore,2018-08-08,15.79,37.43,21.47,30.67,30.18,1.59,4.23,53.71,6.73,10.72,4.91,66.0,Satisfactory
Coimbatore,2018-08-09,29.29,38.48,33.07,47.24,49.19,1.74,16.78,58.69,4.93,17.83,4.46,122.0,Moderate
Coimbatore,2018-08-10,47.19,105.06,32.47,46.38,24.15,2.54,28.82,64.54,8.32,9.29,6.59,197.0,Moderate
Coimbatore,2018-08-11,17.69,75.31,24.03,34.33,25.04,1.23,13.02,59.67,9.48,17.55,3.62,74.0,Satisfactory
Coimbatore,2018-08-12,18.87,43.83,14.96,21.37,29.34,1.9,20.78,51.36,5.61,10.97,4.91,79.0,Satisfactory
Coimbatore,2018-08-13,32.03,62.49,22.0,31.43,35.86,2.36,16.83,81.25,7.2,14.23,6.51,134.0,Moderate
Coimbatore,2018-08-14,30.6,68.71,29.2,41.72,25.39,1.5,14.73,43.45,10.56,13.6,7.73,128.0,Moderate
Coimbatore,2018-08-15,26.59,67.31,18.75,26.79,52.96,2.06,14.34,43.19,8.14,7.25,3.22,111.0,Moderate
Coimbatore,2018-08-16,28.33,65.19,27.45,39.21,38.91,1.53,18.05,21.36,3.33,10.44,6.02,118.0,Moderate
Coimbatore,2018-08-17,57.87,48.51,37.66,53.8,43.94,2.11,39.28,51.68,11.97,15.1,11.03,241.0,Poor
Coimbatore,2018-08-18,10.0,78.46,28.9,41.28,19.94,0.65,21.89,59.73,8.39,9.38,6.37,42.0,Good
Coimbatore,2018-08-19,40.37,68.76,30.81,44.02,35.74,2.36,29.98,71.63,3.07,7.46,3.89,168.0,Moderate
Coimbatore,2018-08-20,78.16,120.56,28.27,40.39,35.39,2.9,40.55,49.95,,8.59,6.68,326.0,Very Poor
Coimbatore,2018-08-21,36.97,57.49,33.36,47.66,21.3,1.68,11.1,50.68,10.29,10.33,5.95,154.0,Moderate
Coimbatore,2018-08-22,15.97,20.0,23.17,33.1,29.26,1.01,30.95,45.2,7.09,8.83,8.05,67.0,Satisfactory
